algorithm,seed,count_all,count_retained,count_outliers,outlier_share_percent,minimum_all,maximum_all,q1,median,q3,iqr,lower_fence,upper_fence,lower_whisker,upper_whisker,mean_all,mean_retained,median_retained
GAIL+TD3,191,9318,8513,805,8.639192959862632,0.07829393254800712,166.64835164835165,4.1694591470902775,5.513194697062946,6.523103144190053,2.353643997099775,0.6389931514406149,10.053569139839716,0.6499428235970378,10.051512709372481,6.219774733904438,5.204758227120786,5.360760182226151
TD3,739,9358,7557,1801,19.245565291729,0.1702412957177111,250.38947368421051,1.584289418140069,2.5369884824598667,8.933477269058887,7.349187850918818,-9.439492358238159,19.957259045437112,0.1702412957177111,19.948880822746524,14.381187758113878,3.223422604307885,2.1143714136671883
Transformer+GAIL+TD3,192,9259,7938,1321,14.267199481585484,2.000833993138031,1464.0000000000002,3.7733732083868903,5.577179236043095,9.933540046572979,6.160166838186089,-5.4668770488922425,19.173790303852112,2.000833993138031,19.161217986545495,25.176081910183814,6.00169064173632,4.983671570669243
