algorithm,seed,selected_episode_count,selection_rule,first_selected_episode,last_selected_episode,valid_firm_day_observations_all,dscr_below_1_count_all,dscr_below_1_share_percent_all,valid_firm_day_observations_iqr_retained,dscr_below_1_count_iqr_retained,dscr_below_1_share_percent_iqr_retained
GAIL+TD3,739,100,latest episodes with survival_days > 90,4941,6081,9269,7,0.0755205523788974,8449,0,0
