algorithm,seed,count_all,count_retained,count_outliers,outlier_share_percent,minimum_all,maximum_all,q1,median,q3,iqr,lower_fence,upper_fence,lower_whisker,upper_whisker,mean_all,mean_retained,median_retained
GAIL+TD3,739,9269,8449,820,8.846693278670838,0.1107582348384437,159.8457517679615,5.307561274016937,6.3545742769402285,7.61776164241054,2.3102003683936028,1.8422607214265327,11.083062195000943,1.8638244005534708,11.082293768887308,7.706740692082368,6.270687774065352,6.2203172347111995
