algorithm,seed,selected_episode_count,selection_rule,first_selected_episode,last_selected_episode,valid_firm_day_observations_all,dscr_below_1_count_all,dscr_below_1_share_percent_all,valid_firm_day_observations_iqr_retained,dscr_below_1_count_iqr_retained,dscr_below_1_share_percent_iqr_retained
Transformer+GAIL+TD3,291,100,latest episodes with survival_days > 90,5912,6098,9301,26,0.2795398344264058,7972,26,0.3261414952333166
