algorithm,seed,episode,day,dscr,dscr_below_1
Transformer+GAIL+TD3,291,5912,5,6.598375097885669,0
Transformer+GAIL+TD3,291,5912,6,45.54752640355753,0
Transformer+GAIL+TD3,291,5912,7,21.166962349694458,0
Transformer+GAIL+TD3,291,5912,8,12.309581428699472,0
Transformer+GAIL+TD3,291,5912,9,8.269878946119157,0
Transformer+GAIL+TD3,291,5912,10,6.964607013952487,0
Transformer+GAIL+TD3,291,5912,11,8.027633784152473,0
Transformer+GAIL+TD3,291,5912,12,9.195926499889307,0
Transformer+GAIL+TD3,291,5912,13,8.920527787911954,0
Transformer+GAIL+TD3,291,5912,14,5.876468431985198,0
Transformer+GAIL+TD3,291,5912,15,5.3180455162400175,0
Transformer+GAIL+TD3,291,5912,16,4.119237536656891,0
Transformer+GAIL+TD3,291,5912,17,5.650956100188527,0
Transformer+GAIL+TD3,291,5912,18,6.972952025642373,0
Transformer+GAIL+TD3,291,5912,19,5.732222515159505,0
Transformer+GAIL+TD3,291,5912,20,7.389033338324779,0
Transformer+GAIL+TD3,291,5912,21,3.8897406122434437,0
Transformer+GAIL+TD3,291,5912,22,3.9304934388361925,0
Transformer+GAIL+TD3,291,5912,23,3.3373992321190613,0
Transformer+GAIL+TD3,291,5912,24,3.7174694156899655,0
Transformer+GAIL+TD3,291,5912,25,6.096701975334035,0
Transformer+GAIL+TD3,291,5912,26,6.240961968485439,0
Transformer+GAIL+TD3,291,5912,27,4.047960875170856,0
Transformer+GAIL+TD3,291,5912,28,16.995129965381683,0
Transformer+GAIL+TD3,291,5912,29,4.835166167136813,0
Transformer+GAIL+TD3,291,5912,30,1.908245879411557,0
Transformer+GAIL+TD3,291,5912,31,4.7349482059159484,0
Transformer+GAIL+TD3,291,5912,32,2.9662377557526227,0
Transformer+GAIL+TD3,291,5912,33,38.02015130213563,0
Transformer+GAIL+TD3,291,5912,34,2.667529964900588,0
Transformer+GAIL+TD3,291,5912,35,11.022023280515036,0
Transformer+GAIL+TD3,291,5912,36,3.488177437082547,0
Transformer+GAIL+TD3,291,5912,37,6.960101304224169,0
Transformer+GAIL+TD3,291,5912,38,5.236170556407979,0
Transformer+GAIL+TD3,291,5912,39,3.865582466924062,0
Transformer+GAIL+TD3,291,5912,40,13.121236379082193,0
Transformer+GAIL+TD3,291,5912,41,3.7447556477639456,0
Transformer+GAIL+TD3,291,5912,42,13.706150107806563,0
Transformer+GAIL+TD3,291,5912,43,2.5174682768703303,0
Transformer+GAIL+TD3,291,5912,44,10.347521089240788,0
Transformer+GAIL+TD3,291,5912,45,7.448150333353,0
Transformer+GAIL+TD3,291,5912,46,25.25236481825011,0
Transformer+GAIL+TD3,291,5912,47,3.349208940062256,0
Transformer+GAIL+TD3,291,5912,48,44.71722134557452,0
Transformer+GAIL+TD3,291,5912,49,2.577363041400103,0
Transformer+GAIL+TD3,291,5912,50,92.44490486257929,0
Transformer+GAIL+TD3,291,5912,51,2.852424989947947,0
Transformer+GAIL+TD3,291,5912,52,7.769425166167575,0
Transformer+GAIL+TD3,291,5912,53,60.22795049215475,0
Transformer+GAIL+TD3,291,5912,54,3.9595471328521645,0
Transformer+GAIL+TD3,291,5912,55,110.3965902410347,0
Transformer+GAIL+TD3,291,5912,56,4.1805451444339425,0
Transformer+GAIL+TD3,291,5912,57,4.478334826415385,0
Transformer+GAIL+TD3,291,5912,58,87.25297672256588,0
Transformer+GAIL+TD3,291,5912,59,2.0845614367625456,0
Transformer+GAIL+TD3,291,5912,60,59.20387917611994,0
Transformer+GAIL+TD3,291,5912,61,6.670461392697004,0
Transformer+GAIL+TD3,291,5912,62,26.03176866159758,0
Transformer+GAIL+TD3,291,5912,63,7.516042454406143,0
Transformer+GAIL+TD3,291,5912,64,67.07818633145429,0
Transformer+GAIL+TD3,291,5912,65,5.504600500488151,0
Transformer+GAIL+TD3,291,5912,66,12.128577423155951,0
Transformer+GAIL+TD3,291,5912,67,3.4806563630630607,0
Transformer+GAIL+TD3,291,5912,68,7.31055909965106,0
Transformer+GAIL+TD3,291,5912,69,38.95754641842829,0
Transformer+GAIL+TD3,291,5912,70,5.730898906032407,0
Transformer+GAIL+TD3,291,5912,71,5.304530127324264,0
Transformer+GAIL+TD3,291,5912,72,8.62917143599885,0
Transformer+GAIL+TD3,291,5912,73,3.4681276857346757,0
Transformer+GAIL+TD3,291,5912,74,4.769619626780291,0
Transformer+GAIL+TD3,291,5912,75,6.220044791962936,0
Transformer+GAIL+TD3,291,5912,76,6.630449305793204,0
