algorithm,seed,count_all,count_retained,count_outliers,outlier_share_percent,minimum_all,maximum_all,q1,median,q3,iqr,lower_fence,upper_fence,lower_whisker,upper_whisker,mean_all,mean_retained,median_retained
Transformer+GAIL+TD3,291,9301,7972,1329,14.288786152026663,0.08073488288179931,283.8432974378017,3.9563837982060033,6.011535787549246,12.157184140020824,8.200800341814821,-8.344816714516229,24.458384652743057,0.08073488288179931,24.448452778560213,15.430288261327966,6.827292775324541,5.3021131601769405
