algorithm,seed,count_all,count_retained,count_outliers,outlier_share_percent,minimum_all,maximum_all,q1,median,q3,iqr,lower_fence,upper_fence,lower_whisker,upper_whisker,mean_all,mean_retained,median_retained
Transformer+GAIL+TD3,192,9259,7938,1321,14.267199481585484,2.000833993138031,1464.0000000000002,3.7733732083868903,5.577179236043095,9.933540046572979,6.160166838186089,-5.4668770488922425,19.173790303852112,2.000833993138031,19.161217986545495,25.176081910183814,6.00169064173632,4.983671570669243
