seed,window_count,early_window_count,early_js_mean,late_js_mean,late_minus_early_js,relative_js_reduction,spearman_rho_episode_window_vs_js,spearman_two_sided_p_value,descriptive_downward_trend,negative_trend_at_alpha_0_05,discriminator_validation_first_step,discriminator_validation_last_step,random_auc_first,random_auc_last,random_auc_min,random_auc_all_at_least_0_8
184,61,13,0.6920640601205345,0.6912063261123774,-0.0008577340081570295,0.0012393852788824794,-0.5517799835543375,4.040027603521258e-06,True,True,20000,100000,0.9586212666912272,0.9128671084729829,0.8797494646147702,True
652,61,13,0.6844881330132602,0.6930362332196618,0.008548100206401621,-0.012488310306814368,0.6624358780219164,6.071977791968925e-09,False,False,20000,100000,0.9824335498208415,0.8825861358789713,0.8825861358789713,True
187,61,13,0.689431994838061,0.6931471805599453,0.00371518572188434,-0.005388763140818539,0.33717750190616347,0.007877763768598325,False,False,20000,100000,0.9690177630399143,0.9117787599238035,0.9005044929343685,True
