participant_id,seed,episode,day,auto_policy,decision_seconds,state_0_现金,state_1_存货,state_2_欠款总额,state_3_上一天售出数量,state_4_上一天产出数量,state_5_上一天销售价格,state_6_今天预设销售价格,state_7_上一天贷款意愿,state_8_上一天实际获得贷款,state_9_今天待还本金,state_10_今天待还利息,state_11_上一天A采购需求,state_12_上一天B采购需求,state_13_上一天甲公司向甲公司购买价格,state_14_上一天甲公司向甲公司购买数量,state_15_上一天甲公司向乙公司购买价格,state_16_上一天甲公司向乙公司购买数量,state_17_上一天甲公司向第三方市场购买A价格,state_18_上一天甲公司向第三方市场购买A数量,state_19_上一天甲公司向第三方市场购买B价格,state_20_上一天甲公司向第三方市场购买B数量,state_21_上一天乙公司向甲公司购买价格,state_22_上一天乙公司向甲公司购买数量,state_23_上一天乙公司向乙公司购买价格,state_24_上一天乙公司向乙公司购买数量,state_25_上一天乙公司向第三方市场购买A价格,state_26_上一天乙公司向第三方市场购买A数量,state_27_上一天乙公司向第三方市场购买B价格,state_28_上一天乙公司向第三方市场购买B数量,state_29_今天产品A报价：甲公司,state_30_今天产品A报价：第三方市场,state_31_今天产品B报价：乙公司,state_32_今天产品B报价：第三方市场,human_申请贷款金额,human_原料A采购需求,human_原料B采购需求,human_产品A销售价格,model_action_WNDF,model_action_K,model_action_L,model_action_price
anonymous,184,0,1,td3,5.434,0.1,0.125,0.1,1.0,1.25,0.8,0.8,0.1,0.1,0.0,0.05,0.5,0.5,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,10.0,0.8,10.0,72.9,5.0,5.0,12.0,0.2290000000000001,0.0,0.0,0.5
anonymous,184,0,2,td3,6.759,0.18231999999999998,0.1376,0.1729,1.124,1.25,0.8,1.2,0.0729,0.0729,0.0,0.086,0.5,0.5,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,0.624,0.8,0.542,0.0,0.0,0.0,0.0,1.2,10.0,1.1999062299728394,10.0,72.9,5.0,5.0,18.0,-0.10015357612988146,0.0,0.0,0.5
anonymous,184,0,3,td3,8.35,0.27149,0.1479,0.24528999999999998,1.1469999999999998,1.25,1.2,1.8,0.0729,0.07239,0.0,0.123,0.5,0.5,1.2,0.5,1.1999062299728394,0.5,0.0,0.0,0.0,0.0,1.2,0.647,1.1999062299728394,0.564,0.0,0.0,0.0,0.0,1.8,10.0,1.6913142510496826,10.0,22.8767,6.05,6.05,27.0,-0.41573649121514605,0.20999999999999996,0.20999999999999996,0.5
anonymous,184,0,4,td3,34.792,0.27396,0.17974999999999997,0.24528999999999998,1.194,1.5125,1.8,2.7,0.0228767,0.0,0.0,0.123,0.605,0.605,1.8,0.605,1.6913142510496826,0.605,0.0,0.0,0.0,0.0,1.8,0.589,1.6913142510496826,0.576,0.0,0.0,0.0,0.0,2.7,10.0,2.3324371383034763,10.0,22.8767,5.3365,5.3367,27.0,-0.41649620382537594,-0.11793388429752061,-0.11790082644628086,0.0
