participant_id,participant_age_group,participant_education,participant_gender,participant_econ_background,participant_strategy_experience,seed,episode,status,survival_days,human_decision_days,episode_decision_seconds,avg_seconds_per_decision,decisions_per_minute,episode_wall_seconds,wall_decisions_per_minute,rows_saved_total,auto_policy,expert_output_path,meta_output_path
codex_stochastic_preview_20260602_152350,20-40岁,硕士及以上,男,比较熟悉,经常接触,184,0,episode_done,99,98,2.083,0.021,2822.453,19.433,302.58,98,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_stochastic_preview_20260602_152350_20260602_152350_33964d33_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_stochastic_preview_20260602_152350_20260602_152350_33964d33_meta.csv
codex_stochastic_preview_20260602_152350,20-40岁,硕士及以上,男,比较熟悉,经常接触,184,1,episode_done,99,98,1.888,0.019,3113.777,2.446,2403.995,196,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_stochastic_preview_20260602_152350_20260602_152350_33964d33_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_stochastic_preview_20260602_152350_20260602_152350_33964d33_meta.csv
codex_stochastic_preview_20260602_152350,20-40岁,硕士及以上,男,比较熟悉,经常接触,184,2,episode_done,99,98,1.934,0.02,3040.088,2.585,2274.904,294,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_stochastic_preview_20260602_152350_20260602_152350_33964d33_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_stochastic_preview_20260602_152350_20260602_152350_33964d33_meta.csv
codex_stochastic_preview_20260602_152350,20-40岁,硕士及以上,男,比较熟悉,经常接触,184,3,episode_done,99,98,1.644,0.017,3577.618,2.246,2618.295,392,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_stochastic_preview_20260602_152350_20260602_152350_33964d33_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_stochastic_preview_20260602_152350_20260602_152350_33964d33_meta.csv
codex_stochastic_preview_20260602_152350,20-40岁,硕士及以上,男,比较熟悉,经常接触,184,4,episode_done,99,98,1.753,0.018,3353.858,2.38,2470.744,490,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_stochastic_preview_20260602_152350_20260602_152350_33964d33_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_stochastic_preview_20260602_152350_20260602_152350_33964d33_meta.csv
