participant_id,seed,episode,day,auto_policy,decision_seconds,state_0_现金,state_1_存货,state_2_欠款总额,state_3_上一天售出数量,state_4_上一天产出数量,state_5_上一天销售价格,state_6_今天预设销售价格,state_7_上一天贷款意愿,state_8_上一天实际获得贷款,state_9_今天待还本金,state_10_今天待还利息,state_11_上一天K采购需求,state_12_上一天L采购需求,state_13_上一天生产企业向生产企业购买价格,state_14_上一天生产企业向生产企业购买数量,state_15_上一天生产企业向消费企业购买价格,state_16_上一天生产企业向消费企业购买数量,state_17_上一天生产企业向生产第三方市场购买价格,state_18_上一天生产企业向生产第三方市场购买数量,state_19_上一天生产企业向消费第三方市场购买价格,state_20_上一天生产企业向消费第三方市场购买数量,state_21_上一天消费企业向生产企业购买价格,state_22_上一天消费企业向生产企业购买数量,state_23_上一天消费企业向消费企业购买价格,state_24_上一天消费企业向消费企业购买数量,state_25_上一天消费企业向生产第三方市场购买价格,state_26_上一天消费企业向生产第三方市场购买数量,state_27_上一天消费企业向消费第三方市场购买价格,state_28_上一天消费企业向消费第三方市场购买数量,state_29_今天K商品报价：生产企业,state_30_今天K商品报价：生产第三方市场,state_31_今天L商品报价：消费企业,state_32_今天L商品报价：消费第三方市场,human_申请贷款金额,human_K采购需求,human_L采购需求,human_销售价格,model_action_WNDF,model_action_K,model_action_L,model_action_price
anonymous,184,0,1,td3,22.147,0.1,0.125,0.1,1.0,1.25,0.8,0.8,0.1,0.1,0.0,0.05,0.5,0.5,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,10.0,0.8,10.0,72.9,5.0,5.0,8.0,0.2290000000000001,0.0,0.0,0.0
