participant_id,seed,episode,day,auto_policy,decision_seconds,state_0_现金,state_1_存货,state_2_欠款总额,state_3_上一天售出数量,state_4_上一天产出数量,state_5_上一天销售价格,state_6_今天预设销售价格,state_7_上一天贷款意愿,state_8_上一天实际获得贷款,state_9_今天待还本金,state_10_今天待还利息,state_11_上一天A采购需求,state_12_上一天B采购需求,state_13_上一天甲公司向甲公司购买价格,state_14_上一天甲公司向甲公司购买数量,state_15_上一天甲公司向乙公司购买价格,state_16_上一天甲公司向乙公司购买数量,state_17_上一天甲公司向第三方市场购买A价格,state_18_上一天甲公司向第三方市场购买A数量,state_19_上一天甲公司向第三方市场购买B价格,state_20_上一天甲公司向第三方市场购买B数量,state_21_上一天乙公司向甲公司购买价格,state_22_上一天乙公司向甲公司购买数量,state_23_上一天乙公司向乙公司购买价格,state_24_上一天乙公司向乙公司购买数量,state_25_上一天乙公司向第三方市场购买A价格,state_26_上一天乙公司向第三方市场购买A数量,state_27_上一天乙公司向第三方市场购买B价格,state_28_上一天乙公司向第三方市场购买B数量,state_29_今天产品A报价：甲公司,state_30_今天产品A报价：第三方市场,state_31_今天产品B报价：乙公司,state_32_今天产品B报价：第三方市场,human_申请贷款金额,human_原料A采购需求,human_原料B采购需求,human_产品A销售价格,model_action_WNDF,model_action_K,model_action_L,model_action_price
anonymous,184,0,1,td3,43.476,0.1,0.125,0.1,1.0,1.25,0.8,0.8,0.1,0.1,0.0,0.05,0.5,0.5,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,10.0,0.8,10.0,12.1577,4.455,4.455,12.0,-0.378423,-0.10899999999999999,-0.10899999999999999,0.5
anonymous,184,0,2,td3,326.045,0.1259,0.1295,0.11216,1.0699999999999998,1.115,0.8,1.2,0.012157699999999999,0.01216,0.0,0.05600000000000001,0.4455,0.4455,0.8,0.446,0.8,0.446,0.0,0.0,0.0,0.0,0.8,0.624,0.8,0.542,0.0,0.0,0.0,0.0,1.2,10.0,1.1999062299728394,10.0,12.1577,5.3906,5.3906,17.5692,-0.4034336775218427,0.21001122334455657,0.21001122334455657,0.46409999999999996
anonymous,184,0,3,td3,33.168,0.14614,0.14925,0.12431,1.15,1.3475,1.2,1.7569199999999998,0.012157700000000002,0.012150000000000001,0.0,0.062,0.53906,0.53906,1.2,0.5389999999999999,1.1999062299728394,0.5389999999999999,0.0,0.0,0.0,0.0,1.2,0.611,1.1999062299728394,0.5269999999999999,0.0,0.0,0.0,0.0,1.7569199999999998,10.0,1.762885050600051,10.0,11.9158,6.5227,6.5227,19.3261,-0.4184631175585055,0.21001372759989612,0.21001372759989612,0.0999988616442411
anonymous,184,0,4,td3,147.785,0.17465,0.1533,0.12434999999999999,0.9970000000000001,1.0375,1.7569199999999998,1.93261,0.011915800000000002,4e-05,0.0,0.062,0.65227,0.65227,1.7569199999999998,0.41500000000000004,1.762885050600051,0.41500000000000004,0.0,0.0,0.0,0.0,1.7569199999999998,0.5820000000000001,1.762885050600051,0.5599999999999999,0.0,0.0,0.0,0.0,1.93261,10.0,2.274078776961352,10.0,11.9158,5.8117,5.8117,25.4659,-0.4317732608073289,-0.10900394008616066,-0.10900394008616066,0.31769472371559715
