participant_id,seed,episode,status,survival_days,human_decision_days,episode_decision_seconds,avg_seconds_per_decision,decisions_per_minute,episode_wall_seconds,wall_decisions_per_minute,rows_saved_total,auto_policy,expert_output_path,meta_output_path
codex_maple_7304,184,0,episode_done,99,98,1.68,0.017,3499.73,16.087,365.508,98,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_maple_7304_20260530_110206_38068275_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_maple_7304_20260530_110206_38068275_meta.csv
codex_maple_7304,184,1,episode_done,99,98,1.927,0.02,3051.479,2.502,2350.151,196,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_maple_7304_20260530_110206_38068275_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_maple_7304_20260530_110206_38068275_meta.csv
