participant_id,seed,episode,day,auto_policy,decision_seconds,state_0_现金,state_1_存货,state_2_欠款总额,state_3_上一天售出数量,state_4_上一天产出数量,state_5_上一天销售价格,state_6_今天预设销售价格,state_7_上一天贷款意愿,state_8_上一天实际获得贷款,state_9_今天待还本金,state_10_今天待还利息,state_11_上一天K采购需求,state_12_上一天L采购需求,state_13_上一天生产企业向生产企业购买价格,state_14_上一天生产企业向生产企业购买数量,state_15_上一天生产企业向消费企业购买价格,state_16_上一天生产企业向消费企业购买数量,state_17_上一天生产企业向生产第三方市场购买价格,state_18_上一天生产企业向生产第三方市场购买数量,state_19_上一天生产企业向消费第三方市场购买价格,state_20_上一天生产企业向消费第三方市场购买数量,state_21_上一天消费企业向生产企业购买价格,state_22_上一天消费企业向生产企业购买数量,state_23_上一天消费企业向消费企业购买价格,state_24_上一天消费企业向消费企业购买数量,state_25_上一天消费企业向生产第三方市场购买价格,state_26_上一天消费企业向生产第三方市场购买数量,state_27_上一天消费企业向消费第三方市场购买价格,state_28_上一天消费企业向消费第三方市场购买数量,state_29_今天K商品报价：生产企业,state_30_今天K商品报价：生产第三方市场,state_31_今天L商品报价：消费企业,state_32_今天L商品报价：消费第三方市场,human_申请贷款金额,human_原料K采购需求,human_原料L采购需求,human_产品K销售价格,model_action_WNDF,model_action_K,model_action_L,model_action_price
anonymous,184,0,1,fixed,622.37,0.1,0.125,0.1,1.0,1.25,0.8,0.8,0.1,0.1,0.0,0.05,0.5,0.5,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,10.0,0.8,10.0,1.21,7.5,7.5,12.0,-0.4879,0.5,0.5,0.5
anonymous,184,0,2,fixed,151.733,0.09007,0.16994999999999996,0.10121,1.133,1.5825,0.8,1.2,0.00121,0.00121,0.0,0.051000000000000004,0.75,0.75,0.8,0.633,0.8,0.633,0.0,0.0,0.0,0.0,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,1.2,10.0,0.8,10.0,1.21,4.4286,4.4286,18.0,-0.4865660042189408,-0.40952,-0.40952,0.5
anonymous,184,0,3,fixed,23.37,0.11533,0.18639999999999998,0.10242,0.943,1.1075,1.2,1.8,0.0012100000000000014,0.00121,0.0,0.051000000000000004,0.44286000000000003,0.44286000000000003,1.2,0.44299999999999995,0.8,0.44299999999999995,0.0,0.0,0.0,0.0,1.2,0.5,0.8,0.5,0.0,0.0,0.0,0.0,1.8,10.0,0.8,10.0,1.4641,4.4286,4.4286,27.0,-0.48730512442556145,0.0,0.0,0.5
anonymous,184,0,4,fixed,10.309,0.17084,0.20284999999999997,0.10388,0.943,1.1075,1.8,2.7,0.0014640999999999975,0.00146,0.0,0.052000000000000005,0.44286000000000003,0.44286000000000003,1.8,0.44299999999999995,0.8,0.44299999999999995,0.0,0.0,0.0,0.0,1.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,2.7,10.0,0.8,10.0,1.4641,4.4286,4.4286,40.5,-0.49142999297588386,0.0,0.0,0.5
anonymous,184,0,5,fixed,6.21,0.27133999999999997,0.21929999999999997,0.10534,0.943,1.1075,2.7,4.05,0.0014641000000000022,0.00146,0.1,0.053000000000000005,0.44286000000000003,0.44286000000000003,2.7,0.44299999999999995,0.8,0.44299999999999995,0.0,0.0,0.0,0.0,2.7,0.5,0.8,0.5,0.0,0.0,0.0,0.0,4.05,10.0,0.8,10.0,1.4641,4.4286,4.4286,60.75,-0.49460418662932115,0.0,0.0,0.5
