participant_id,participant_age_group,participant_education,participant_gender,participant_econ_background,participant_strategy_experience,seed,episode,status,survival_days,human_decision_days,episode_decision_seconds,avg_seconds_per_decision,decisions_per_minute,episode_wall_seconds,wall_decisions_per_minute,rows_saved_total,auto_policy,expert_output_path,meta_output_path
codex_humanlike1700_20260602_162512,20-40岁,硕士及以上,男,比较熟悉,经常接触,184,0,episode_done,99,98,1.723,0.018,3413.447,2.401,2448.828,98,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_humanlike1700_20260602_162512_20260602_162512_717fc831_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_humanlike1700_20260602_162512_20260602_162512_717fc831_meta.csv
codex_humanlike1700_20260602_162512,20-40岁,硕士及以上,男,比较熟悉,经常接触,184,1,episode_done,99,98,1.865,0.019,3153.322,2.496,2355.761,196,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_humanlike1700_20260602_162512_20260602_162512_717fc831_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_humanlike1700_20260602_162512_20260602_162512_717fc831_meta.csv
codex_humanlike1700_20260602_162512,20-40岁,硕士及以上,男,比较熟悉,经常接触,184,2,episode_done,99,98,2.098,0.021,2803.132,2.73,2153.987,294,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_humanlike1700_20260602_162512_20260602_162512_717fc831_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_humanlike1700_20260602_162512_20260602_162512_717fc831_meta.csv
codex_humanlike1700_20260602_162512,20-40岁,硕士及以上,男,比较熟悉,经常接触,184,3,episode_done,99,98,1.833,0.019,3207.732,2.446,2404.059,392,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_humanlike1700_20260602_162512_20260602_162512_717fc831_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_humanlike1700_20260602_162512_20260602_162512_717fc831_meta.csv
codex_humanlike1700_20260602_162512,20-40岁,硕士及以上,男,比较熟悉,经常接触,184,4,episode_done,99,98,1.825,0.019,3222.283,2.52,2333.238,490,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_humanlike1700_20260602_162512_20260602_162512_717fc831_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_humanlike1700_20260602_162512_20260602_162512_717fc831_meta.csv
codex_humanlike1700_20260602_162512,20-40岁,硕士及以上,男,比较熟悉,经常接触,184,5,ended_by_user,15,14,0.26,0.019,3236.033,4.881,172.091,504,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_humanlike1700_20260602_162512_20260602_162512_717fc831_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\codex_humanlike1700_20260602_162512_20260602_162512_717fc831_meta.csv
