participant_id,participant_age_group,participant_education,participant_gender,participant_econ_background,participant_strategy_experience,participant_consent,participant_consent_timestamp,seed,episode,status,survival_days,human_decision_days,episode_decision_seconds,avg_seconds_per_decision,decisions_per_minute,episode_wall_seconds,wall_decisions_per_minute,rows_saved_total,auto_policy,expert_output_path,meta_output_path
anonymous,20-40岁,硕士及以上,男,几乎没有,偶尔接触,yes,2026-08-01T03:36:42.222236+00:00,184,0,episode_done,99,98,438.016,4.47,13.424,473.037,12.43,98,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\anonymous_20260801_113642_aafe6af6_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\anonymous_20260801_113642_aafe6af6_meta.csv
