participant_id,seed,episode,day,auto_policy,decision_seconds,state_0_现金,state_1_存货,state_2_欠款总额,state_3_上一天售出数量,state_4_上一天产出数量,state_5_上一天销售价格,state_6_今天预设销售价格,state_7_上一天贷款意愿,state_8_上一天实际获得贷款,state_9_今天待还本金,state_10_今天待还利息,state_11_上一天A采购需求,state_12_上一天B采购需求,state_13_上一天甲公司向甲公司购买价格,state_14_上一天甲公司向甲公司购买数量,state_15_上一天甲公司向乙公司购买价格,state_16_上一天甲公司向乙公司购买数量,state_17_上一天甲公司向第三方市场购买A价格,state_18_上一天甲公司向第三方市场购买A数量,state_19_上一天甲公司向第三方市场购买B价格,state_20_上一天甲公司向第三方市场购买B数量,state_21_上一天乙公司向甲公司购买价格,state_22_上一天乙公司向甲公司购买数量,state_23_上一天乙公司向乙公司购买价格,state_24_上一天乙公司向乙公司购买数量,state_25_上一天乙公司向第三方市场购买A价格,state_26_上一天乙公司向第三方市场购买A数量,state_27_上一天乙公司向第三方市场购买B价格,state_28_上一天乙公司向第三方市场购买B数量,state_29_今天产品A报价：甲公司,state_30_今天产品A报价：第三方市场,state_31_今天产品B报价：乙公司,state_32_今天产品B报价：第三方市场,human_申请贷款金额,human_原料A采购需求,human_原料B采购需求,human_产品A销售价格,model_action_WNDF,model_action_K,model_action_L,model_action_price
anonymous,184,0,1,td3,46.691,0.1,0.125,0.1,1.0,1.25,0.8,0.8,0.1,0.1,0.0,0.05,0.5,0.5,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,10.0,0.8,10.0,12.1577,5.0,5.0,12.0,-0.378423,0.0,0.0,0.5
anonymous,184,0,2,td3,31.649,0.12158,0.1376,0.11216,1.124,1.25,0.8,1.2,0.012157699999999999,0.01216,0.0,0.05600000000000001,0.5,0.5,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.8,0.624,0.8,0.542,0.0,0.0,0.0,0.0,1.2,10.0,1.1999062299728394,10.0,12.1577,6.05,6.05,18.0,-0.4000024675111038,0.20999999999999996,0.20999999999999996,0.5
anonymous,184,0,3,td3,36.372,0.14458000000000001,0.15595,0.12431,1.209,1.3925,1.2,1.8,0.0121577,0.012150000000000001,0.0,0.062,0.605,0.605,1.2,0.557,1.1999062299728394,0.557,0.0,0.0,0.0,0.0,1.2,0.6519999999999999,1.1999062299728394,0.568,0.0,0.0,0.0,0.0,1.8,10.0,1.6913142510496826,10.0,12.1577,6.5226,6.5226,18.0,-0.41591022271406836,0.07811570247933886,0.07811570247933886,0.0
