participant_id,seed,episode,status,survival_days,human_decision_days,episode_decision_seconds,avg_seconds_per_decision,decisions_per_minute,episode_wall_seconds,wall_decisions_per_minute,rows_saved_total,auto_policy,expert_output_path,meta_output_path
123,184,0,episode_done,80,76,994.692,13.088,4.584,1028.416,4.434,76,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\123_20260529_153315_be8f4fd7_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\123_20260529_153315_be8f4fd7_meta.csv
123,184,1,episode_done,99,98,538.832,5.498,10.912,539.58,10.897,174,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\123_20260529_153315_be8f4fd7_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\123_20260529_153315_be8f4fd7_meta.csv
