participant_id,participant_age_group,participant_education,participant_gender,participant_econ_background,participant_strategy_experience,seed,episode,status,survival_days,human_decision_days,episode_decision_seconds,avg_seconds_per_decision,decisions_per_minute,episode_wall_seconds,wall_decisions_per_minute,rows_saved_total,auto_policy,expert_output_path,meta_output_path
anonymous,20-40岁,大专/本科,男,几乎没有,几乎没有,184,0,episode_done,8,7,2010.064,287.152,0.209,2011.961,0.209,7,td3,/root/经济系统-远程/real_System_remake/human_collect_web_data/anonymous_20260602_085811_59f4662f_expert.csv,/root/经济系统-远程/real_System_remake/human_collect_web_data/anonymous_20260602_085811_59f4662f_meta.csv
