participant_id,seed,episode,status,survival_days,human_decision_days,episode_decision_seconds,avg_seconds_per_decision,decisions_per_minute,episode_wall_seconds,wall_decisions_per_minute,rows_saved_total,auto_policy,expert_output_path,meta_output_path
123,184,0,episode_done,35,34,1440.625,42.371,1.416,1458.431,1.399,34,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\123_20260528_210503_b1d7a9a2_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\123_20260528_210503_b1d7a9a2_meta.csv
123,184,1,episode_done,99,98,3879.554,39.587,1.516,3880.601,1.515,132,td3,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\123_20260528_210503_b1d7a9a2_expert.csv,D:\福州大学\3.课外\实验\经济系统cleanclean\经济系统clean\real_System_remake\human_collect_web_data\123_20260528_210503_b1d7a9a2_meta.csv
