algorithm,seed,selected_episode_count,selection_rule,first_selected_episode,last_selected_episode,minimum_dscr_filter,valid_firm_day_observations_before_minimum_filter,removed_by_minimum_filter,valid_firm_day_observations_all,dscr_below_1_count_all,dscr_below_1_share_percent_all,valid_firm_day_observations_iqr_retained,dscr_below_1_count_iqr_retained,dscr_below_1_share_percent_iqr_retained
GAIL+TD3,291,100,latest episodes with survival_days > 90,5768,6099,,9319,0,9319,17,0.182423006760382,8405,17,0.20226055919095776
