algorithm,seed,count_all,count_retained,count_outliers,outlier_share_percent,minimum_all,maximum_all,q1,median,q3,iqr,lower_fence,upper_fence,lower_whisker,upper_whisker,mean_all,mean_retained,median_retained
GAIL+TD3,291,9319,8405,914,9.807919304646422,-0.00020052135552470337,12924.187499999998,3.4135429551884027,6.896660616157346,93.51934654105801,90.10580358586961,-131.74516242361602,228.67805191986244,-0.00020052135552470337,228.42812823164428,72.88274917236797,35.203931860353194,5.912312431118772
