algorithm,seed,episode,day,dscr,dscr_below_1
GAIL+TD3,191,5907,5,6.413039234823347,0
GAIL+TD3,191,5907,6,13.072550486163054,0
GAIL+TD3,191,5907,7,6.188155061019382,0
GAIL+TD3,191,5907,8,13.504158919659456,0
GAIL+TD3,191,5907,9,17.4407977783388,0
GAIL+TD3,191,5907,10,6.839081145584726,0
GAIL+TD3,191,5907,11,9.130759512485136,0
GAIL+TD3,191,5907,12,8.147136838820408,0
GAIL+TD3,191,5907,13,3.8925193586014037,0
GAIL+TD3,191,5907,14,3.589575710107327,0
GAIL+TD3,191,5907,15,8.276869318336928,0
GAIL+TD3,191,5907,16,6.479683992552248,0
GAIL+TD3,191,5907,17,7.307002577413147,0
GAIL+TD3,191,5907,18,7.081907815631263,0
GAIL+TD3,191,5907,19,4.278612051888301,0
GAIL+TD3,191,5907,20,4.9577530082841195,0
GAIL+TD3,191,5907,21,5.329201750082598,0
GAIL+TD3,191,5907,22,5.49494453158959,0
GAIL+TD3,191,5907,23,5.901920266584754,0
GAIL+TD3,191,5907,24,5.894828651994614,0
GAIL+TD3,191,5907,25,4.621318668109146,0
GAIL+TD3,191,5907,26,5.002242744063325,0
GAIL+TD3,191,5907,27,5.471556000820791,0
GAIL+TD3,191,5907,28,5.564608576190262,0
GAIL+TD3,191,5907,29,5.791761276712242,0
GAIL+TD3,191,5907,30,5.700252110265326,0
GAIL+TD3,191,5907,31,5.041438235639151,0
GAIL+TD3,191,5907,32,5.304799153535123,0
GAIL+TD3,191,5907,33,5.645972908926012,0
GAIL+TD3,191,5907,34,5.7234821891883625,0
GAIL+TD3,191,5907,35,6.391028333390711,0
GAIL+TD3,191,5907,36,6.020274868120301,0
GAIL+TD3,191,5907,37,5.664784170163793,0
GAIL+TD3,191,5907,38,5.886435960967132,0
GAIL+TD3,191,5907,39,6.077445090252548,0
GAIL+TD3,191,5907,40,6.189457108084995,0
GAIL+TD3,191,5907,41,6.4579765715762205,0
GAIL+TD3,191,5907,42,6.146914087230292,0
GAIL+TD3,191,5907,43,6.084344779604657,0
GAIL+TD3,191,5907,44,6.111538539615517,0
GAIL+TD3,191,5907,45,5.849657350284049,0
GAIL+TD3,191,5907,46,4.69880526271549,0
GAIL+TD3,191,5907,47,4.097419674550764,0
GAIL+TD3,191,5907,48,3.9780049269983784,0
GAIL+TD3,191,5907,49,3.9334381112856236,0
GAIL+TD3,191,5907,50,5.121652892132469,0
GAIL+TD3,191,5907,51,22.248586163799093,0
GAIL+TD3,191,5907,52,10.114544923898054,0
GAIL+TD3,191,5907,53,4.667716500216913,0
GAIL+TD3,191,5907,54,4.531503185067505,0
GAIL+TD3,191,5907,55,3.285239376055056,0
GAIL+TD3,191,5907,56,2.40748296698668,0
GAIL+TD3,191,5907,57,3.8006801812307103,0
GAIL+TD3,191,5907,58,6.614442755285291,0
GAIL+TD3,191,5907,59,13.327239662211355,0
GAIL+TD3,191,5907,60,11.475240298442024,0
GAIL+TD3,191,5907,61,3.9723414628235,0
GAIL+TD3,191,5907,62,3.6874923875720005,0
GAIL+TD3,191,5907,63,7.896650829079838,0
GAIL+TD3,191,5907,64,2.327074698578293,0
