algorithm,seed,count_all,count_retained,count_outliers,outlier_share_percent,minimum_all,maximum_all,q1,median,q3,iqr,lower_fence,upper_fence,lower_whisker,upper_whisker,mean_all,mean_retained,median_retained
GAIL+TD3,191,9318,8513,805,8.639192959862632,0.07829393254800712,166.64835164835165,4.1694591470902775,5.513194697062946,6.523103144190053,2.353643997099775,0.6389931514406149,10.053569139839716,0.6499428235970378,10.051512709372481,6.219774733904438,5.204758227120786,5.360760182226151
