algorithm,seed,episode,survival_days,valid_dscr_days,mean_dscr,median_dscr,dscr_below_1_count,dscr_below_1_share_percent
TD3,739,5951,98,94,7.11652486807555,2.267888030959524,6,6.382978723404255
TD3,739,5952,97,93,10.69946698211483,2.7429978007105396,7,7.526881720430108
TD3,739,5954,98,94,15.63261352187694,2.8547140439672662,8,8.51063829787234
TD3,739,5955,98,94,21.306248276590566,3.0386328401071316,8,8.51063829787234
TD3,739,5956,98,94,11.630207446659604,2.372833286038828,9,9.574468085106384
TD3,739,5960,98,94,10.312992004274507,2.3363501399907194,6,6.382978723404255
TD3,739,5964,98,94,18.98560083061115,2.723748261413113,6,6.382978723404255
TD3,739,5967,98,94,15.31274251553199,2.4943076444187113,6,6.382978723404255
TD3,739,5968,98,94,6.752400590532291,1.9637548594556957,4,4.25531914893617
TD3,739,5969,98,94,7.515493854521546,2.3210923486509305,10,10.638297872340425
TD3,739,5971,98,94,8.433709545718267,2.41763561578498,5,5.319148936170213
TD3,739,5972,98,94,18.759735094888875,3.0838264313580037,4,4.25531914893617
TD3,739,5977,98,94,9.354431322184638,2.4006987725213933,6,6.382978723404255
TD3,739,5978,98,94,9.974607788887221,2.3033161104200444,6,6.382978723404255
TD3,739,5979,98,94,23.2518878569609,2.999099215364038,8,8.51063829787234
TD3,739,5981,98,94,16.09701825101269,2.8020355052380963,3,3.1914893617021276
TD3,739,5986,98,94,6.099679798641171,2.131189697595442,2,2.127659574468085
TD3,739,5989,98,94,11.240118076391855,2.3556013833157063,8,8.51063829787234
TD3,739,5993,97,93,12.006617974570691,2.4831619881740474,5,5.376344086021505
TD3,739,5994,98,94,9.799727098531212,2.0957796367050685,4,4.25531914893617
TD3,739,5999,97,93,13.368907406215554,2.386625839060787,8,8.602150537634408
