algorithm,seed,count_all,count_retained,count_outliers,outlier_share_percent,minimum_all,maximum_all,q1,median,q3,iqr,lower_fence,upper_fence,lower_whisker,upper_whisker,mean_all,mean_retained,median_retained
TD3,739,9358,7557,1801,19.245565291729,0.1702412957177111,250.38947368421051,1.584289418140069,2.5369884824598667,8.933477269058887,7.349187850918818,-9.439492358238159,19.957259045437112,0.1702412957177111,19.948880822746524,14.381187758113878,3.223422604307885,2.1143714136671883
