algorithm,seed,episode,day,dscr,dscr_below_1,iqr_retained
TD3,739,5794,86,3.9177382270288685,0,1
TD3,739,5794,87,1.585658234859675,0,1
TD3,739,5794,88,1.8361697353749076,0,1
TD3,739,5794,89,1.6373454177100877,0,1
TD3,739,5794,90,2.390776464708989,0,1
TD3,739,5794,92,0.924083994356439,1,1
TD3,739,5794,93,3.408983598409543,0,1
TD3,739,5794,94,1.3892841974120116,0,1
TD3,739,5794,95,17.972092383832827,0,1
TD3,739,5794,96,1.035615728650123,0,1
TD3,739,5794,97,10.613730805762229,0,1
TD3,739,5794,98,2.201443071337557,0,1
TD3,739,5795,5,2.501036422860527,0,1
TD3,739,5795,9,4.094815201776152,0,1
TD3,739,5795,10,2.7782711330935252,0,1
TD3,739,5795,11,3.40990290346908,0,1
TD3,739,5795,12,2.2363988753309854,0,1
TD3,739,5795,13,1.2086596308385908,0,1
TD3,739,5795,14,4.098269255607698,0,1
TD3,739,5795,15,2.000791901941881,0,1
TD3,739,5795,16,4.399269431728857,0,1
TD3,739,5795,17,1.6644994530505661,0,1
TD3,739,5795,18,3.94766069911588,0,1
TD3,739,5795,19,1.7517222300573896,0,1
TD3,739,5795,20,3.869696657036732,0,1
TD3,739,5795,21,3.27924825884631,0,1
TD3,739,5795,22,4.727174058989393,0,1
TD3,739,5795,23,2.0962438345769567,0,1
TD3,739,5795,24,2.8070785162068237,0,1
TD3,739,5795,25,2.6431050228310506,0,1
TD3,739,5795,26,3.2390848277956183,0,1
TD3,739,5795,27,3.018207309998066,0,1
TD3,739,5795,28,2.1185867958334184,0,1
TD3,739,5795,29,3.0978899976480867,0,1
TD3,739,5795,30,2.1621490775753407,0,1
TD3,739,5795,31,2.6155897716300003,0,1
TD3,739,5795,33,3.008159924141967,0,1
TD3,739,5795,34,1.3837652055084693,0,1
TD3,739,5795,36,1.5977816247370862,0,1
TD3,739,5795,38,4.365285916912396,0,1
TD3,739,5795,39,1.2954247606317286,0,1
TD3,739,5795,41,1.5882544658333009,0,1
TD3,739,5795,43,2.0471266471449487,0,1
TD3,739,5795,45,0.934931171623204,1,1
TD3,739,5795,48,1.1399275191340636,0,1
TD3,739,5795,51,1.1428813646937193,0,1
TD3,739,5795,53,1.1595359754332533,0,1
TD3,739,5795,54,3.955436117936118,0,1
TD3,739,5795,56,1.5454674973834612,0,1
TD3,739,5795,57,2.4491756697683136,0,1
TD3,739,5795,59,1.8514500006983468,0,1
TD3,739,5795,60,1.0908829129757145,0,1
TD3,739,5795,62,4.142378659163465,0,1
TD3,739,5795,63,4.51058851139611,0,1
TD3,739,5795,64,10.09254132616392,0,1
TD3,739,5795,65,1.290603385169019,0,1
TD3,739,5795,67,2.063863180376675,0,1
TD3,739,5795,69,2.1120277993025955,0,1
TD3,739,5795,70,0.9878264339096455,1,1
TD3,739,5795,73,1.5464860967072853,0,1
TD3,739,5795,75,0.639419584537799,1,1
TD3,739,5795,77,0.8135514533088922,1,1
TD3,739,5795,79,5.10284782225357,0,1
TD3,739,5795,80,1.2267036130963467,0,1
TD3,739,5795,81,3.552755430410298,0,1
TD3,739,5795,82,1.1515896330631865,0,1
TD3,739,5795,83,3.925933188090051,0,1
TD3,739,5795,84,4.102718756091688,0,1
TD3,739,5795,85,1.5548199239465281,0,1
TD3,739,5795,86,2.0318716311601643,0,1
TD3,739,5795,87,1.9135843743369834,0,1
TD3,739,5795,88,1.181295616352483,0,1
TD3,739,5795,89,1.16430652086146,0,1
TD3,739,5795,90,9.361054520760575,0,1
TD3,739,5795,91,13.73703811584554,0,1
TD3,739,5795,92,1.5544131644177959,0,1
TD3,739,5795,93,1.2735369636126574,0,1
TD3,739,5795,94,1.6737130882682283,0,1
TD3,739,5795,95,3.952858131319876,0,1
TD3,739,5795,96,1.0939692523654623,0,1
TD3,739,5795,97,5.2313866039953,0,1
TD3,739,5795,98,2.726187212171626,0,1
TD3,739,5798,5,3.851449980537174,0,1
TD3,739,5798,8,4.941172346094517,0,1
TD3,739,5798,9,2.6266750200132263,0,1
TD3,739,5798,11,1.1653002326048874,0,1
TD3,739,5798,12,1.5204085180356366,0,1
TD3,739,5798,13,3.077130153352894,0,1
TD3,739,5798,14,4.936266294227187,0,1
TD3,739,5798,15,2.3107744539107036,0,1
TD3,739,5798,16,1.9239293094847854,0,1
TD3,739,5798,17,1.0333012548117784,0,1
TD3,739,5798,18,1.7716918459567006,0,1
TD3,739,5798,19,2.109219486642221,0,1
TD3,739,5798,20,2.8439315194130237,0,1
TD3,739,5798,21,2.818059147644215,0,1
TD3,739,5798,22,2.497965125631374,0,1
TD3,739,5798,23,3.798248733220731,0,1
TD3,739,5798,24,1.3926891861964747,0,1
TD3,739,5798,25,1.5009588165464338,0,1
TD3,739,5798,26,2.5663133517413375,0,1
TD3,739,5798,27,2.132999192360682,0,1
TD3,739,5798,28,2.379068235810667,0,1
TD3,739,5798,29,3.5673817506342873,0,1
TD3,739,5798,30,4.233311690105822,0,1
TD3,739,5798,31,7.100418731840712,0,1
TD3,739,5798,32,1.9853339426559702,0,1
TD3,739,5798,33,1.3450875001915505,0,1
TD3,739,5798,34,2.0288609394048924,0,1
TD3,739,5798,35,9.123028283927114,0,1
TD3,739,5798,36,1.5676627852425693,0,1
TD3,739,5798,37,3.551920915253536,0,1
TD3,739,5798,39,1.7470003314550877,0,1
TD3,739,5798,40,10.269307036247335,0,1
TD3,739,5798,41,1.0114747488981264,0,1
TD3,739,5798,42,1.0130597327232653,0,1
TD3,739,5798,45,0.9921706497588468,1,1
TD3,739,5798,47,1.7286765341359578,0,1
TD3,739,5798,48,0.9605912912325785,1,1
TD3,739,5798,51,1.9314089693898364,0,1
TD3,739,5798,52,1.3447907933846506,0,1
TD3,739,5798,53,6.428713573581859,0,1
TD3,739,5798,54,2.0157118470871063,0,1
TD3,739,5798,55,1.7212619751096785,0,1
TD3,739,5798,57,0.6123152709359606,1,1
TD3,739,5798,59,1.9750585291530927,0,1
TD3,739,5798,60,0.8155165216274366,1,1
TD3,739,5798,61,14.196238874533448,0,1
TD3,739,5798,62,1.213295157560582,0,1
TD3,739,5798,63,3.290047521416424,0,1
TD3,739,5798,64,2.3962097242244393,0,1
TD3,739,5798,65,3.2262555760495975,0,1
TD3,739,5798,66,3.823025143772642,0,1
TD3,739,5798,67,1.6042399294626655,0,1
TD3,739,5798,68,2.052949080622348,0,1
TD3,739,5798,69,1.9127932911053616,0,1
TD3,739,5798,70,0.9581636882268328,1,1
TD3,739,5798,71,15.931675295857987,0,1
TD3,739,5798,72,7.08558677350644,0,1
TD3,739,5798,73,0.962001638606492,1,1
TD3,739,5798,74,15.219254519752994,0,1
TD3,739,5798,75,1.654399959863536,0,1
TD3,739,5798,76,1.0703521801629132,0,1
TD3,739,5798,77,8.395811961999911,0,1
TD3,739,5798,78,2.243633815879673,0,1
TD3,739,5798,79,1.0998513250005604,0,1
TD3,739,5798,80,6.685134307301045,0,1
TD3,739,5798,81,2.4695211404737942,0,1
TD3,739,5798,82,1.5657344595486342,0,1
TD3,739,5798,83,1.9292142873634874,0,1
TD3,739,5798,84,2.908037672167261,0,1
TD3,739,5798,85,2.1650657445355184,0,1
TD3,739,5798,86,5.881781090277062,0,1
TD3,739,5798,87,1.2632805892807002,0,1
TD3,739,5798,88,16.116036786894668,0,1
TD3,739,5798,89,1.0959753090095323,0,1
TD3,739,5798,91,8.200070841334055,0,1
TD3,739,5798,92,0.8845285004238215,1,1
TD3,739,5798,94,1.3635059493003698,0,1
TD3,739,5798,95,7.951580061899332,0,1
TD3,739,5798,96,3.0620599803343156,0,1
TD3,739,5798,97,1.7501220160696982,0,1
TD3,739,5798,98,1.341857897673458,0,1
TD3,739,5805,5,2.117929668152551,0,1
TD3,739,5805,9,8.705597964376588,0,1
TD3,739,5805,10,3.4180532267079413,0,1
TD3,739,5805,11,2.262258655376393,0,1
TD3,739,5805,12,5.10539187478421,0,1
TD3,739,5805,13,2.1289588988903176,0,1
TD3,739,5805,14,3.968839983545866,0,1
TD3,739,5805,15,4.95633133133133,0,1
TD3,739,5805,16,2.3604820889168203,0,1
TD3,739,5805,17,2.347550640760645,0,1
TD3,739,5805,18,2.6464602266352517,0,1
TD3,739,5805,19,3.3094264611674267,0,1
TD3,739,5805,20,2.4337047605521054,0,1
TD3,739,5805,21,2.3812798702776505,0,1
TD3,739,5805,22,1.8053065937791337,0,1
TD3,739,5805,23,2.348649848086574,0,1
TD3,739,5805,24,1.472768411889399,0,1
TD3,739,5805,25,1.6433300786122058,0,1
TD3,739,5805,26,2.001258863426164,0,1
TD3,739,5805,27,3.6921065658040026,0,1
TD3,739,5805,28,1.741118697511211,0,1
TD3,739,5805,29,3.660809005914902,0,1
TD3,739,5805,30,1.9303668951604873,0,1
TD3,739,5805,31,1.7697952595737154,0,1
TD3,739,5805,32,1.4875298410928937,0,1
TD3,739,5805,33,8.437261615160526,0,1
TD3,739,5805,34,1.7288404904106,0,1
TD3,739,5805,35,4.787710434884776,0,1
TD3,739,5805,36,0.8578626900499506,1,1
TD3,739,5805,38,1.7255363480013923,0,1
TD3,739,5805,39,1.9035021939380425,0,1
TD3,739,5805,40,5.9459809357957925,0,1
TD3,739,5805,41,1.879523706879961,0,1
TD3,739,5805,42,1.1149924255175896,0,1
TD3,739,5805,43,17.381089084975223,0,1
TD3,739,5805,44,1.8418980114195709,0,1
TD3,739,5805,46,1.22116411689563,0,1
TD3,739,5805,48,1.8858311976855082,0,1
TD3,739,5805,49,1.1769425786812717,0,1
TD3,739,5805,51,0.890755501280775,1,1
TD3,739,5805,52,11.674224391018011,0,1
TD3,739,5805,53,6.467731936725095,0,1
TD3,739,5805,54,1.2194667510581905,0,1
TD3,739,5805,55,1.2063299308333497,0,1
TD3,739,5805,56,0.7901466530858459,1,1
TD3,739,5805,57,1.0204173477622134,0,1
TD3,739,5805,58,6.571367521367522,0,1
TD3,739,5805,59,2.958525321656283,0,1
TD3,739,5805,60,1.603907285123457,0,1
TD3,739,5805,61,2.8478107607936716,0,1
TD3,739,5805,62,2.0860922592160063,0,1
TD3,739,5805,63,1.80268930973898,0,1
TD3,739,5805,64,1.6758129359092797,0,1
TD3,739,5805,65,2.7306714248432655,0,1
TD3,739,5805,66,1.1702775814884154,0,1
TD3,739,5805,67,7.3447111174652,0,1
TD3,739,5805,68,2.2396917502494356,0,1
TD3,739,5805,69,3.6946263291660393,0,1
TD3,739,5805,70,1.099262368052906,0,1
TD3,739,5805,71,2.1177423504252895,0,1
TD3,739,5805,72,1.8059731808965571,0,1
TD3,739,5805,73,5.458287547800097,0,1
TD3,739,5805,74,2.5695646054625083,0,1
TD3,739,5805,75,2.037681614071693,0,1
TD3,739,5805,76,1.6160808745738806,0,1
TD3,739,5805,77,2.7323095494170877,0,1
TD3,739,5805,78,1.7960420900760927,0,1
TD3,739,5805,79,1.2980480458440609,0,1
TD3,739,5805,80,7.477204819953148,0,1
TD3,739,5805,81,1.2015961108813573,0,1
TD3,739,5805,83,7.559294892081777,0,1
TD3,739,5805,84,2.9918456760553522,0,1
TD3,739,5805,85,1.2066020148588956,0,1
TD3,739,5805,86,0.5707482403787836,1,1
TD3,739,5805,88,4.15922916987525,0,1
TD3,739,5805,90,0.9819858857162425,1,1
TD3,739,5805,91,0.6620763602189288,1,1
TD3,739,5805,92,2.090122581436889,0,1
TD3,739,5805,93,1.6466599679671212,0,1
TD3,739,5805,94,1.2550465698753852,0,1
TD3,739,5805,95,0.8043120350562665,1,1
TD3,739,5805,96,1.083725829379828,0,1
TD3,739,5805,97,1.1818519619500596,0,1
TD3,739,5805,98,0.3420398799622449,1,1
TD3,739,5806,5,4.08728216173879,0,1
TD3,739,5806,8,13.8215859030837,0,1
TD3,739,5806,9,5.182424087560155,0,1
TD3,739,5806,10,2.945496796000281,0,1
TD3,739,5806,11,1.8128727164791278,0,1
TD3,739,5806,12,4.007249950680607,0,1
TD3,739,5806,13,3.6378016085790885,0,1
TD3,739,5806,14,2.6214956961225613,0,1
TD3,739,5806,15,2.411945572611918,0,1
TD3,739,5806,16,1.4175755079031245,0,1
TD3,739,5806,17,1.3435390549662487,0,1
TD3,739,5806,18,2.8900582597256155,0,1
TD3,739,5806,19,3.15156175315364,0,1
TD3,739,5806,20,2.1876344459093744,0,1
TD3,739,5806,21,3.0074124498903263,0,1
TD3,739,5806,22,2.40584397033448,0,1
TD3,739,5806,23,1.7188345425980613,0,1
TD3,739,5806,24,2.886203754714583,0,1
TD3,739,5806,25,7.5905044132984,0,1
TD3,739,5806,26,2.7756553797923895,0,1
TD3,739,5806,27,3.542913549459684,0,1
TD3,739,5806,28,2.340883691931253,0,1
TD3,739,5806,29,1.6719449995677667,0,1
TD3,739,5806,30,3.773022038405718,0,1
TD3,739,5806,31,2.1953121865956042,0,1
TD3,739,5806,33,1.394440532212572,0,1
TD3,739,5806,35,1.1522001049922976,0,1
TD3,739,5806,37,3.5282638620675995,0,1
TD3,739,5806,39,1.8189873443906148,0,1
TD3,739,5806,40,12.011287677167793,0,1
TD3,739,5806,41,1.8083442586907488,0,1
TD3,739,5806,42,2.5711574141084523,0,1
TD3,739,5806,44,1.0705173744909366,0,1
TD3,739,5806,45,2.010256655635681,0,1
TD3,739,5806,46,1.169757448889525,0,1
TD3,739,5806,50,1.325481137142504,0,1
TD3,739,5806,51,1.015099053938599,0,1
TD3,739,5806,54,16.230614435202575,0,1
TD3,739,5806,55,0.6953297531899231,1,1
TD3,739,5806,57,1.9379383809316248,0,1
TD3,739,5806,59,19.274884526558893,0,1
TD3,739,5806,60,1.703509416293538,0,1
TD3,739,5806,61,2.8117008530780865,0,1
TD3,739,5806,62,0.9292042402037236,1,1
TD3,739,5806,64,7.44441224065889,0,1
TD3,739,5806,65,0.7811677253541728,1,1
TD3,739,5806,67,4.943527771322334,0,1
TD3,739,5806,68,1.8510099540136216,0,1
TD3,739,5806,69,11.762096983541872,0,1
TD3,739,5806,70,1.4957991060334233,0,1
TD3,739,5806,71,1.7247981336946592,0,1
TD3,739,5806,72,6.049401890652768,0,1
TD3,739,5806,73,2.47793173752171,0,1
TD3,739,5806,74,1.024719821628456,0,1
TD3,739,5806,76,0.9030200673820596,1,1
TD3,739,5806,79,1.2111869577176007,0,1
TD3,739,5806,80,17.173742425348618,0,1
TD3,739,5806,81,0.947894818227595,1,1
TD3,739,5806,82,0.8208392629928382,1,1
TD3,739,5806,83,18.113013122476445,0,1
TD3,739,5806,85,1.311249002263359,0,1
TD3,739,5806,86,15.125956457408579,0,1
TD3,739,5806,87,3.2511319615636167,0,1
TD3,739,5806,88,1.5725784369148148,0,1
TD3,739,5806,89,0.8620543856740175,1,1
TD3,739,5806,90,0.6912892088405638,1,1
TD3,739,5806,91,15.705840791333019,0,1
TD3,739,5806,92,1.6372461263040925,0,1
TD3,739,5806,93,2.229775858523545,0,1
TD3,739,5806,94,1.4634045619802587,0,1
TD3,739,5806,95,2.8976067463570563,0,1
TD3,739,5806,96,2.630302867935649,0,1
TD3,739,5806,97,3.8678474921339996,0,1
TD3,739,5806,98,2.8720135525711736,0,1
TD3,739,5807,5,2.750836614173229,0,1
TD3,739,5807,7,12.908157963107303,0,1
TD3,739,5807,8,9.084234295880663,0,1
TD3,739,5807,9,6.522189104156317,0,1
TD3,739,5807,10,4.459347587719298,0,1
TD3,739,5807,11,3.4927870502390337,0,1
TD3,739,5807,12,1.3110286859501659,0,1
TD3,739,5807,13,2.449776523171019,0,1
TD3,739,5807,14,4.120365576838836,0,1
TD3,739,5807,15,2.3287443335343117,0,1
TD3,739,5807,16,3.698944837718712,0,1
TD3,739,5807,17,2.812822429906542,0,1
TD3,739,5807,18,1.5322034513199425,0,1
TD3,739,5807,19,2.1926143332749253,0,1
TD3,739,5807,20,1.961321335950597,0,1
TD3,739,5807,21,3.076726616777696,0,1
TD3,739,5807,22,2.161446917066042,0,1
TD3,739,5807,23,2.7274312139215433,0,1
TD3,739,5807,24,3.1849573731937313,0,1
TD3,739,5807,25,3.043575480475824,0,1
TD3,739,5807,26,2.1648862242812372,0,1
TD3,739,5807,27,4.693866461685266,0,1
TD3,739,5807,28,1.5890133404027684,0,1
TD3,739,5807,29,2.8127068950766376,0,1
TD3,739,5807,30,2.529650928027402,0,1
TD3,739,5807,31,5.033486448076337,0,1
TD3,739,5807,32,1.1609349468513255,0,1
TD3,739,5807,34,1.0058083352711678,0,1
TD3,739,5807,36,1.8623034213833989,0,1
TD3,739,5807,38,1.3929236595410055,0,1
TD3,739,5807,40,3.5344491451075197,0,1
TD3,739,5807,41,2.508897066649201,0,1
TD3,739,5807,42,1.1148049798918587,0,1
TD3,739,5807,44,4.383677140490734,0,1
TD3,739,5807,46,0.7589003781810499,1,1
TD3,739,5807,47,1.5812973824983787,0,1
TD3,739,5807,48,5.57332724783204,0,1
TD3,739,5807,49,4.56631340259239,0,1
TD3,739,5807,50,17.279413106973344,0,1
TD3,739,5807,51,1.1604107044709362,0,1
TD3,739,5807,52,1.6164369936342593,0,1
TD3,739,5807,53,1.1905096362757865,0,1
TD3,739,5807,55,1.237066457392236,0,1
TD3,739,5807,57,3.1562222825595074,0,1
TD3,739,5807,58,1.511555086529903,0,1
TD3,739,5807,59,1.8253348081825649,0,1
TD3,739,5807,60,17.74193152835001,0,1
TD3,739,5807,61,0.854187741150004,1,1
TD3,739,5807,63,0.7770603135961577,1,1
TD3,739,5807,64,3.4848166539343013,0,1
TD3,739,5807,65,2.1236358773181165,0,1
TD3,739,5807,66,7.037059574050448,0,1
TD3,739,5807,67,2.1844479124385905,0,1
TD3,739,5807,68,1.6078758036849183,0,1
TD3,739,5807,69,1.8093365829181751,0,1
TD3,739,5807,70,1.7247624787495948,0,1
TD3,739,5807,71,0.7690169579506804,1,1
TD3,739,5807,72,18.4822974472808,0,1
TD3,739,5807,73,0.7845828523417668,1,1
TD3,739,5807,74,3.6717966835213844,0,1
TD3,739,5807,75,1.2103017968561711,0,1
TD3,739,5807,76,1.760037037702943,0,1
TD3,739,5807,77,2.917463225389299,0,1
TD3,739,5807,78,2.535744073156243,0,1
TD3,739,5807,79,2.8465365216662075,0,1
TD3,739,5807,80,4.621227471472752,0,1
TD3,739,5807,81,5.523020277405682,0,1
TD3,739,5807,82,2.380783637532222,0,1
TD3,739,5807,83,1.2650976831311365,0,1
TD3,739,5807,84,1.8864012986573775,0,1
TD3,739,5807,85,0.9564278309979982,1,1
TD3,739,5807,86,1.4643568140916403,0,1
TD3,739,5807,88,9.961276985884309,0,1
TD3,739,5807,89,1.8538309301668079,0,1
TD3,739,5807,90,1.3502178289712532,0,1
TD3,739,5807,91,0.7736170849602827,1,1
TD3,739,5807,92,0.46486326035101183,1,1
TD3,739,5809,5,3.8339709633117525,0,1
TD3,739,5809,7,7.603044807871292,0,1
TD3,739,5809,8,6.888585441979712,0,1
TD3,739,5809,9,5.148850039406749,0,1
TD3,739,5809,10,1.9465260419323576,0,1
TD3,739,5809,11,2.206315910462343,0,1
TD3,739,5809,12,1.2070417342574842,0,1
TD3,739,5809,13,3.73998696785404,0,1
TD3,739,5809,14,5.049093490607252,0,1
TD3,739,5809,15,3.5112280575280246,0,1
TD3,739,5809,16,3.0116703035660026,0,1
TD3,739,5809,17,1.6761852205712782,0,1
TD3,739,5809,18,1.628809285469912,0,1
TD3,739,5809,19,2.0966869332234133,0,1
TD3,739,5809,20,3.6126143634515335,0,1
TD3,739,5809,21,3.132982679842738,0,1
TD3,739,5809,22,2.1143714136671883,0,1
TD3,739,5809,23,1.539409369625001,0,1
TD3,739,5809,24,1.1666862657190527,0,1
TD3,739,5809,25,1.8463538134635382,0,1
TD3,739,5809,26,1.4040204574513429,0,1
TD3,739,5809,27,1.8945040716358303,0,1
TD3,739,5809,28,2.8784284526942794,0,1
TD3,739,5809,29,4.601135126452372,0,1
TD3,739,5809,30,7.615954868536283,0,1
TD3,739,5809,31,2.0619378465703186,0,1
TD3,739,5809,32,7.284034880798158,0,1
TD3,739,5809,33,2.089572564666583,0,1
TD3,739,5809,34,1.5760916068956836,0,1
TD3,739,5809,35,1.4672197364068458,0,1
TD3,739,5809,37,2.008462552702953,0,1
TD3,739,5809,39,1.5346142548946127,0,1
TD3,739,5809,40,1.82788004994657,0,1
TD3,739,5809,41,4.329989487718578,0,1
TD3,739,5809,42,4.629965284998961,0,1
TD3,739,5809,43,1.6385493261939954,0,1
TD3,739,5809,45,1.2443828603870175,0,1
TD3,739,5809,47,0.7774870921750202,1,1
TD3,739,5809,49,5.690294871332154,0,1
TD3,739,5809,51,2.064701821442252,0,1
TD3,739,5809,52,3.272769687544183,0,1
TD3,739,5809,53,1.5769427460055168,0,1
TD3,739,5809,54,4.48014576374127,0,1
TD3,739,5809,55,1.6960873079404064,0,1
TD3,739,5809,56,1.5850249608314435,0,1
TD3,739,5809,57,0.6908701660042711,1,1
TD3,739,5809,59,3.3055979688942543,0,1
TD3,739,5809,60,1.1720137440176708,0,1
TD3,739,5809,61,8.27895362281603,0,1
TD3,739,5809,62,3.550226123280341,0,1
TD3,739,5809,63,2.283130079922992,0,1
TD3,739,5809,64,3.453987554946623,0,1
TD3,739,5809,65,2.185517034276924,0,1
TD3,739,5809,66,1.4864486401843087,0,1
TD3,739,5809,67,1.693853178341962,0,1
TD3,739,5809,69,1.163835614697322,0,1
TD3,739,5809,71,1.221085393774487,0,1
TD3,739,5809,72,0.805454710389757,1,1
TD3,739,5809,75,2.1294717609023035,0,1
TD3,739,5809,76,5.3713823580382405,0,1
TD3,739,5809,77,1.22657088606991,0,1
TD3,739,5809,78,2.9133104936670047,0,1
TD3,739,5809,79,1.0664604005904321,0,1
TD3,739,5809,81,3.0993518749946136,0,1
TD3,739,5809,82,1.0141382661357752,0,1
TD3,739,5809,83,1.1591127528899827,0,1
TD3,739,5809,84,11.57154481922328,0,1
TD3,739,5809,85,1.5898831171180952,0,1
TD3,739,5809,86,11.288824730428123,0,1
TD3,739,5809,87,1.6497083173228069,0,1
TD3,739,5809,88,1.1596795171584193,0,1
TD3,739,5809,89,1.4424429890903394,0,1
TD3,739,5809,90,17.72906464856309,0,1
TD3,739,5809,91,1.7259927066450564,0,1
TD3,739,5809,92,1.4476267140206804,0,1
TD3,739,5809,93,1.0727174757524873,0,1
TD3,739,5809,94,1.61761161036624,0,1
TD3,739,5809,95,2.0224610651411106,0,1
TD3,739,5809,96,2.733936903742025,0,1
TD3,739,5809,97,1.4137137513070885,0,1
TD3,739,5809,98,2.4055939982759016,0,1
TD3,739,5810,5,2.8585581167238843,0,1
TD3,739,5810,7,10.60878775454421,0,1
TD3,739,5810,8,8.397170776048174,0,1
TD3,739,5810,9,5.453064026593439,0,1
TD3,739,5810,10,4.392024844720496,0,1
TD3,739,5810,12,0.9168879813594568,1,1
TD3,739,5810,13,2.0403076730269136,0,1
TD3,739,5810,14,2.602493925395851,0,1
TD3,739,5810,15,2.9330651609034573,0,1
TD3,739,5810,16,2.553389274246483,0,1
TD3,739,5810,17,2.87156472927143,0,1
TD3,739,5810,18,2.4029442398814673,0,1
TD3,739,5810,19,2.9399541500117565,0,1
TD3,739,5810,20,1.9226295009278982,0,1
TD3,739,5810,21,1.9785498310310068,0,1
TD3,739,5810,22,2.904945117121195,0,1
TD3,739,5810,23,2.5493986083499003,0,1
TD3,739,5810,24,3.4030570408952845,0,1
TD3,739,5810,25,4.82279570875621,0,1
TD3,739,5810,26,2.7257687535059243,0,1
TD3,739,5810,27,3.034556998692565,0,1
TD3,739,5810,28,1.947746075085324,0,1
TD3,739,5810,29,2.36532895201299,0,1
TD3,739,5810,30,2.291871351330794,0,1
TD3,739,5810,32,1.3899733454880552,0,1
TD3,739,5810,34,1.869980457668789,0,1
TD3,739,5810,35,3.92854730097849,0,1
TD3,739,5810,36,1.7377240036694934,0,1
TD3,739,5810,38,2.4331053632197635,0,1
TD3,739,5810,39,3.8686253442692413,0,1
TD3,739,5810,41,2.4354842220142463,0,1
TD3,739,5810,43,0.9578049294964399,1,1
TD3,739,5810,44,0.8198664942548292,1,1
TD3,739,5810,46,1.0728699034144933,0,1
TD3,739,5810,49,1.415161991915793,0,1
TD3,739,5810,50,1.5546289903576112,0,1
TD3,739,5810,51,9.012738207008551,0,1
TD3,739,5810,52,0.882115562698911,1,1
TD3,739,5810,55,1.4266892756353444,0,1
TD3,739,5810,58,4.455433794228558,0,1
TD3,739,5810,59,1.52403606158024,0,1
TD3,739,5810,60,1.3937301094721828,0,1
TD3,739,5810,63,1.0944016001633172,0,1
TD3,739,5810,65,0.7729703168507835,1,1
TD3,739,5810,69,1.235082226507486,0,1
TD3,739,5810,70,0.7960395332983872,1,1
TD3,739,5810,71,0.605190891421031,1,1
